file_id,prob0,prob1,prob2,prob3,prob4,prob5
36,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
37,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
38,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
39,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
40,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
41,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
42,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
43,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
44,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
45,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
46,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
47,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
48,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
49,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
50,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
51,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
52,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
53,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
54,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
55,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
56,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
57,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
58,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
59,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
60,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
61,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
62,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
63,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
64,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
65,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
66,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
67,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
68,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
69,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
70,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
71,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
72,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
73,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
74,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
75,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
76,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
77,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
78,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
79,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
80,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
81,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
82,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
83,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
84,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
85,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
86,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
87,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
88,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
89,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
90,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
91,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
92,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
93,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
94,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
95,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
96,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
97,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
98,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
99,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
100,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
101,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
102,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
103,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
104,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
105,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
106,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
107,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
108,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
109,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
110,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
111,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
112,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
113,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
114,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
115,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
116,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
117,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
118,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
119,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
120,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
121,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
122,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
123,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
124,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
125,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
126,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
127,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
128,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
129,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
130,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
131,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
132,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
133,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
134,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
135,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
136,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
137,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
138,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
139,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
140,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
141,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
142,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
143,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
144,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
145,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
146,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
147,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
148,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
149,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
150,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
151,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
152,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
153,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
154,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
155,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
156,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
157,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
158,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
159,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
160,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
161,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
162,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
163,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
164,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
165,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
166,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
167,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
168,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
169,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
170,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
171,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
172,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
173,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
174,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
175,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
176,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
177,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
178,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
179,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
180,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
181,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
182,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
183,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
184,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
185,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
186,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
187,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
188,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
189,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
190,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
191,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
192,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
193,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
194,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
195,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
196,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
197,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
198,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
199,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
200,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
201,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
202,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
203,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
204,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
205,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
206,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
207,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
208,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
209,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
210,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
211,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
212,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
213,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
214,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
215,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
216,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
217,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
218,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
219,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
220,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
221,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
222,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
223,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
224,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
225,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
226,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
227,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
228,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
229,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
230,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
231,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
232,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
233,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
234,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
235,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
236,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
237,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
238,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
239,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
240,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
241,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
242,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
243,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
244,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
245,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
246,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
247,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
248,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
249,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
250,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
251,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
252,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
253,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
254,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
255,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
256,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
257,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
258,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
259,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
260,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
261,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
262,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
263,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
264,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
265,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
266,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
267,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
268,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
269,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
270,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
271,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
272,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
273,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
274,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
275,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
276,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
277,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
278,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
279,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
280,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
281,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
282,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
283,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
284,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
285,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
286,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
287,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
288,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
289,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
290,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
291,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
292,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
293,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
294,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
295,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
296,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
297,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
298,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
299,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
300,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
301,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
302,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
303,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
304,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
305,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
306,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
307,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
308,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
309,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
310,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
311,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
312,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
313,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
314,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
315,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
316,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
317,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
318,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
319,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
320,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
321,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
322,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
323,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
324,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
325,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
326,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
327,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
328,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
329,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
330,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
331,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
332,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
333,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
334,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
335,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
336,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
337,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
338,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
339,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
340,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
341,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
342,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
343,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
344,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
345,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
346,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
347,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
348,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
349,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
350,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
351,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
352,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
353,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
354,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
355,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
356,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
357,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
358,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
359,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
360,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
361,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
362,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
363,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
364,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
365,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666,0.1666666
